71538425791632	100	3351	16	0	2022-05-03 10:19:26
71538425791632	100	3349	16	10000	2022-05-03 10:21:27
71538425791632	100	3318	18	0.0	2022-05-03 12:47:29
71538425791632	100	3277	16	0.0	2022-05-03 14:29:05
71538425791632	100	3274	12	0.0	2022-05-03 15:29:26
71538425791632	100	3253	15	0.0	2022-05-03 16:29:14
71538425791632	100	3270	16	0.0	2022-05-03 17:29:15
71538425791632	100	3279	15	0.0	2022-05-03 18:29:18
71538425791632	100	3281	15	0.0	2022-05-03 19:29:21
71538425791632	100	3253	15	0.0	2022-05-03 20:29:24
71538425791632	100	3281	15	0.0	2022-05-03 21:29:27
71538425791632	100	3283	16	0.0	2022-05-03 22:29:29
71538425791632	100	3281	15	0.0	2022-05-03 23:29:32
71538425791632	100	3279	15	0.0	2022-05-04 00:29:36
71538425791632	100	3277	15	0.0	2022-05-04 01:29:39
71538425791632	100	3270	15	0.0	2022-05-04 02:29:41
71538425791632	100	3279	15	0.0	2022-05-04 03:29:44
71538425791632	100	3279	15	0.0	2022-05-04 04:29:48
71538425791632	100	3279	16	0.0	2022-05-04 05:29:50
71538425791632	100	3283	17	0.0	2022-05-04 06:29:53
71538425791632	100	3281	15	0.0	2022-05-04 07:29:57
71538425791632	100	3279	15	0.0	2022-05-04 08:30:01
71538425791632	100	3283	15	0.0	2022-05-04 09:30:20
71538425791632	100	3300	17	19.37	2022-05-05 09:31:14
71538425791632	100	3305	17	19.3	2022-05-05 10:31:19
71538425791632	100	3296	18	19.25	2022-05-05 11:31:21
71538425791632	100	3279	17	19.2	2022-05-05 12:31:24
71538425791632	100	3287	17	19.17	2022-05-05 13:31:35
71538425791632	100	3287	18	19.14	2022-05-05 14:31:31
71538425791632	100	3287	18	19.12	2022-05-05 15:31:33
71538425791632	100	3249	18	19.11	2022-05-05 16:31:35
71538425791632	100	3270	18	19.1	2022-05-05 17:31:45
71538425791632	100	3270	18	19.09	2022-05-05 18:31:42
71538425791632	100	3240	18	19.09	2022-05-05 19:31:49
71538425791632	100	3245	18	19.09	2022-05-05 20:31:49
71538425791632	100	3228	18	19.06	2022-05-05 21:31:54
71538425791632	100	3199	18	19.08	2022-05-05 22:32:03
71538425791632	100	3209	18	19.08	2022-05-05 23:32:00
71538425791632	100	3211	17	19.02	2022-05-06 00:32:01
71538425791632	100	3201	17	19.0	2022-05-06 01:32:03
71538425791632	100	3238	17	18.99	2022-05-06 02:32:16
71538425791632	100	3232	18	18.99	2022-05-06 03:32:15
71538425791632	100	3218	18	18.98	2022-05-06 04:32:17
71538425791632	100	3224	17	18.94	2022-05-06 05:32:17
71538425791632	100	3277	17	18.92	2022-05-06 06:32:26
71538425791632	100	3285	18	18.9	2022-05-06 07:32:39
71538425791632	100	3266	16	18.9	2022-05-06 08:32:44
71538425791632	100	3309	17	18.87	2022-05-06 09:32:47
71538425791632	100	3249	18	18.84	2022-05-06 10:32:49
71538425791632	100	3300	18	18.8	2022-05-06 13:33:05
71538425791632	100	3292	18	18.82	2022-05-06 14:33:01
71538425791632	100	3294	18	18.83	2022-05-06 15:33:04
71538425791632	100	3287	18	18.84	2022-05-06 16:33:07
71538425791632	100	3279	19	18.85	2022-05-06 17:33:13
71538425791632	100	3262	18	18.83	2022-05-06 18:33:22
71538425791632	100	3255	18	18.83	2022-05-06 19:33:16
71538425791632	100	3243	18	18.83	2022-05-06 20:33:18
71538425791632	100	3230	18	18.83	2022-05-06 21:33:30
71538425791632	100	3207	18	18.82	2022-05-06 22:33:25
71538425791632	100	3228	18	18.81	2022-05-06 23:33:37
71538425791632	100	3207	18	18.77	2022-05-07 00:33:31
71538425791632	100	3224	18	18.76	2022-05-07 01:33:34
71538425791632	100	3222	17	18.75	2022-05-07 02:33:39
71538425791632	100	3226	18	18.74	2022-05-07 03:33:42
71538425791632	100	3222	17	18.74	2022-05-07 04:33:52
71538425791632	100	3243	17	18.72	2022-05-07 05:33:45
71538425791632	100	3270	18	18.69	2022-05-07 06:33:50
71538425791632	100	3274	18	18.66	2022-05-07 07:34:01
71538425791632	100	3287	18	18.64	2022-05-07 08:34:05
71538425791632	100	3300	17	18.6	2022-05-07 10:34:00
71538425791632	100	3302	19	18.58	2022-05-07 11:34:05
71538425791632	100	3281	18	18.58	2022-05-07 12:34:07
71538425791632	100	3262	18	18.55	2022-05-07 13:34:12
71538425791632	100	3287	18	18.55	2022-05-07 14:34:13
71538425791632	100	3285	17	18.54	2022-05-07 15:34:18
71538425791632	100	3287	18	18.53	2022-05-07 16:34:18
71538425791632	100	3266	19	18.53	2022-05-07 17:34:21
71538425791632	100	3277	18	18.52	2022-05-07 18:34:25
71538425791632	100	3266	18	18.48	2022-05-07 20:34:33
71538425791632	100	3240	18	18.49	2022-05-07 21:34:34
71538425791632	100	3266	19	18.47	2022-05-07 22:34:38
71538425791632	100	3257	18	18.47	2022-05-07 23:34:39
71538425791632	100	3266	18	18.47	2022-05-08 00:34:45
71538425791632	100	3257	18	18.47	2022-05-08 01:34:46
71538425791632	100	3264	19	18.43	2022-05-08 02:34:48
71538425791632	100	3262	18	18.42	2022-05-08 03:34:51
71538425791632	100	3262	19	18.41	2022-05-08 04:34:56
71538425791632	100	3232	18	18.39	2022-05-08 05:34:58
71538425791632	100	3259	19	18.37	2022-05-08 06:35:02
71538425791632	100	3272	18	18.37	2022-05-08 07:35:04
71538425791632	100	3272	20	18.36	2022-05-08 08:35:06
71538425791632	100	3279	18	18.32	2022-05-08 09:35:10
71538425791632	100	3292	18	18.3	2022-05-08 10:35:15
71538425791632	100	3307	18	18.27	2022-05-08 11:35:17
71538425791632	100	3313	19	18.26	2022-05-08 12:35:19
71538425791632	100	3300	19	18.25	2022-05-08 13:35:22
71538425791632	100	3294	18	18.23	2022-05-08 14:35:26
71538425791632	100	3289	19	18.23	2022-05-08 15:35:28
71538425791632	100	3270	18	18.23	2022-05-08 16:35:31
71538425791632	100	3274	19	18.22	2022-05-08 17:35:34
71538425791632	100	3266	18	18.22	2022-05-08 18:35:38
71538425791632	100	3224	19	18.2	2022-05-08 19:35:49
71538425791632	100	3203	19	18.21	2022-05-08 20:35:44
71538425791632	100	3207	18	18.2	2022-05-08 21:35:55
71538425791632	100	3218	17	18.19	2022-05-08 22:35:58
71538425791632	100	3213	18	18.18	2022-05-08 23:35:52
71538425791632	100	3215	18	18.17	2022-05-09 00:35:56
71538425791632	100	3213	18	18.16	2022-05-09 01:36:08
71538425791632	100	3195	18	18.11	2022-05-09 03:36:07
71538425791632	100	3191	18	18.1	2022-05-09 04:36:10
71538425791632	100	3240	18	18.05	2022-05-09 05:36:16
71538425791632	100	3266	17	18.02	2022-05-09 06:36:14
71538425791632	100	3272	17	18.0	2022-05-09 07:36:17
71538425791632	100	3289	17	17.96	2022-05-09 08:36:28
71538425791632	100	3298	17	17.92	2022-05-09 09:36:23
71538425791632	100	3313	18	17.91	2022-05-09 10:36:28
71538425791632	100	3266	18	0.0	2022-05-09 11:36:30
71538425791632	100	3296	16	0.0	2022-05-09 12:36:40
71538425791632	100	3281	16	21.47	2022-05-09 13:36:40
71538425791632	100	3300	17	21.54	2022-05-09 14:36:40
71538425791632	100	3300	17	21.57	2022-05-09 15:36:44
71538425791632	100	3302	16	21.69	2022-05-09 16:36:54
71538425791632	100	3292	16	21.69	2022-05-09 17:36:48
71538425791632	100	3279	16	21.72	2022-05-09 18:36:53
71538425791632	100	3279	16	21.76	2022-05-09 19:36:59
71538425791632	100	3272	16	21.8	2022-05-09 20:37:05
71538425791632	100	3274	17	21.85	2022-05-09 21:37:00
71538425791632	100	3277	16	21.87	2022-05-09 22:37:02
71538425791632	100	3268	16	21.86	2022-05-09 23:37:09
71538425791632	100	3270	16	21.89	2022-05-10 00:37:11
71538425791632	100	3255	16	21.9	2022-05-10 01:37:14
71538425791632	100	3222	16	21.91	2022-05-10 02:37:18
71538425791632	100	3209	16	21.95	2022-05-10 03:37:19
71538425791632	100	3209	16	21.95	2022-05-10 04:37:21
71538425791632	100	3268	16	21.96	2022-05-10 05:37:32
71538425791632	100	3262	16	21.97	2022-05-10 06:37:25
71538425791632	100	3272	16	22.0	2022-05-10 07:37:32
71538425791632	100	3272	16	22.01	2022-05-10 08:37:34
71538425791632	100	3240	16	22.02	2022-05-10 09:37:34
71538425791632	100	3281	15	22.03	2022-05-10 10:37:40
71538425791632	100	3281	15	22.04	2022-05-10 11:37:41
71538425791632	100	3287	14	22.06	2022-05-10 12:37:52
